Band,Song,Guitarist,Technique,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Devin Townsend,Hyperdrive,,"['Acoustic Guitar (steel)', 'Steel Guitar']",46,2007,0.463,0.979,-4.786,0.11,0.00093,0.818,0.693,0.207,156.004,227920,,,,,Medium,Low,Low,Medium,Low,Medium,6.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend Project,Divine,,"['Electric Guitar (muted)', 'Guitar 1']",28,2012,0.619,0.144,-19.82,0.0323,0.847,0.0486,0.179,0.104,117.948,197320,,,,,Low,Low,Low,Low,Medium,Medium,,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Deamon League,['Devin Townsend'],['Electric Guitar (clean)'],15,2009,0.58,0.196,-21.249,0.0453,0.92,0.909,0.0807,0.293,96.009,175000,,,,,Low,Low,Low,Medium,Low,High,1.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Advanced']"
Devin Townsend Project,Ki,['Devin Townsend'],['Acoustic Guitar (steel)'],44,2012,0.329,0.882,-6.193,0.0639,7.87e-06,0.77,0.208,0.0399,169.914,329107,,,,,Low,Low,Low,High,Medium,High,1.0,0.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Devin Townsend Project,Feather,,"['Acoustic Guitar (steel)', 'Guitar 1']",23,2011,0.252,0.306,-15.157,0.0324,0.746,0.932,0.132,0.0382,130.095,689573,,,,,Low,Low,Low,Low,Medium,Medium,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Funeral,,"['Distortion Guitar', 'Guitar 1']",27,1997,0.536,0.676,-12.015,0.0352,0.00235,0.353,0.422,0.395,151.883,486067,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
John Butler Trio,Ocean,['JohnButler'],['Acoustic Guitar (steel)'],35,2011,0.235,0.521,-6.663,0.0301,0.529,0.935,0.59,0.112,99.959,726960,['NickyBomba'],[],[],[],Low,Low,Low,Low,Medium,Medium,1.0,0.0,1.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
John Butler Trio,Betterman,['JohnButler'],['Acoustic Guitar (steel)'],50,2001,0.432,0.622,-7.87,0.0291,0.204,0.00338,0.0635,0.452,108.638,499413,['NickyBomba'],[],[],[],Low,Low,Low,Medium,Medium,Medium,2.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Sunday Afternoon,,"['Overdriven Guitar', 'Guitar 1']",18,2003,0.305,0.944,-6.468,0.0719,0.000287,0.00131,0.198,0.156,148.065,380093,,,,,Low,Low,Low,Medium,High,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Devin Townsend Project,Universal Flame,['The Dev'],['Distortion Guitar'],33,2014,0.432,0.931,-5.504,0.0513,3.49e-05,0.66,0.349,0.311,124.002,279973,,,,,Medium,Low,Low,Medium,Medium,Medium,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Deathray,['The Dev'],['Distortion Guitar'],22,2014,0.373,0.957,-4.803,0.104,0.000208,0.575,0.655,0.362,164.483,283080,,,,,Medium,Low,Low,Medium,Medium,Medium,6.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,War Princess,,"['Distortion Guitar', 'Dist Guitar']",21,2014,0.289,0.924,-5.736,0.0822,0.000265,0.00981,0.11,0.216,87.192,497720,,,,,Medium,Low,Low,Medium,Medium,High,5.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Devin Townsend,Truth,['Jed Simon'],['Distortion Guitar'],31,2016,0.378,0.919,-6.234,0.0489,0.000254,0.899,0.61,0.205,93.045,287365,,,,,Low,Low,Low,Medium,High,Medium,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Strapping Young Lad,Polyphony,['Jed'],['Overdriven Guitar'],23,2006,0.362,0.343,-10.529,0.0337,0.0753,0.00188,0.649,0.0391,129.463,114733,,,,,Low,Low,Low,High,Medium,Medium,2.0,4.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Strapping Young Lad,Love,['Lead Fills'],['Distortion Guitar'],50,2005,0.412,0.964,-7.557,0.169,1.84e-06,0.146,0.502,0.232,142.536,293347,,,,,Low,Low,Low,Low,Medium,Medium,0.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Wilco,I'm The Man Who Loves You,['Gtr. 1'],['Overdriven Guitar'],43,2002,0.587,0.74,-7.554,0.0396,0.0458,0.0335,0.305,0.89,94.014,235760,['JeffTweedy'],[],[],[],Low,Low,Low,Low,Medium,Medium,0.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Life,,"['Distortion Guitar', 'Devin Townsend (Second Guitar)']",32,1997,0.406,0.724,-7.794,0.0337,1.14e-05,0.43,0.358,0.508,93.347,271907,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Rob Scallon,A False Closeness,,['Electric Guitar (clean)'],5,2016,0.404,0.349,-12.822,0.0416,0.537,0.934,0.0975,0.0858,98.712,195280,,,,,Low,Low,Low,Medium,Medium,Low,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
Hms,Dreams,['Track 3'],['Distortion Guitar'],0,2009,0.407,0.628,-8.762,0.0321,0.0879,0.913,0.108,0.11,119.822,360031,,,,,Medium,Low,Low,Medium,Medium,Medium,6.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Feather,,"['Acoustic Guitar (steel)', 'Guitar 1']",23,2011,0.252,0.306,-15.157,0.0324,0.746,0.932,0.132,0.0382,130.095,689573,,,,,Low,Low,Low,Low,Medium,Medium,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Processional,,"['Distortion Guitar', 'Guitar 2']",8,1999,0.17,0.768,-8.832,0.0578,1.6e-05,0.011,0.32,0.308,126.028,701533,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Pixillate,,"['Distortion Guitar', 'Guitar 1']",17,2006,0.413,0.72,-7.185,0.0468,0.00174,0.536,0.12,0.201,149.972,497587,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Mental Tan,,"['Distortion Guitar', 'Guitar 1']",16,2006,0.357,0.278,-15.06,0.0393,0.219,0.947,0.155,0.0314,129.9,135040,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Ants,['Dev'],['Distortion Guitar'],13,1998,0.22,0.985,-7.936,0.0995,4.52e-05,0.00282,0.868,0.247,136.839,120747,,,,,Low,Low,Low,Medium,Medium,High,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Devin Townsend,Noisy Pink Bubbles,,"['Acoustic Guitar (steel)', 'Guitar 2']",14,1998,0.432,0.884,-8.916,0.0416,0.000356,0.151,0.248,0.404,112.453,320920,,,,,Low,Low,Low,Medium,Medium,High,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Devin Townsend,The Fluke,,"['Distortion Guitar', 'Guitar 1']",17,2001,0.168,0.785,-10.652,0.0855,0.000291,0.749,0.341,0.0725,107.63,436413,,,,,Low,Low,Low,Medium,Low,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend,Divine,,"['Electric Guitar (muted)', 'Guitar 1']",28,2012,0.619,0.144,-19.82,0.0323,0.847,0.0486,0.179,0.104,117.948,197320,,,,,Low,Low,Low,Low,Low,Medium,,0.0,1.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend,Synchronicity Freaks,,"['Electric Guitar (muted)', 'Guitar 2']",3,2012,0.537,0.694,-11.72,0.0329,0.106,0.675,0.262,0.51,143.957,130413,,,,,Low,Low,Low,Medium,Medium,High,2.0,2.0,2.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Devin Townsend,Mountain,,"['Overdriven Guitar', 'Guitar 1']",34,2014,0.612,0.636,-13.848,0.0324,0.496,0.855,0.168,0.269,104.004,333467,,,,,Low,Low,Low,Medium,Medium,Medium,4.0,1.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Tiny Tears,,"['Distortion Guitar', 'Guitar 1']",16,2001,0.265,0.602,-8.077,0.0446,3.9e-05,0.0701,0.382,0.0822,123.261,552973,,,,,Low,Low,Low,Low,Medium,Medium,1.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Sit In The Mountain,['Delay and solo'],['Distortion Guitar'],15,1999,0.062,0.81,-9.871,0.088,0.000337,0.0986,0.711,0.277,196.493,195693,,,,,Low,Low,Low,Medium,Low,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend,Where We Belong,['Upper octave'],['Acoustic Guitar (steel)'],27,2012,0.372,0.653,-7.93,0.0413,0.00509,0.288,0.153,0.0722,113.34,273013,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Elvis Presley,Doncha Think It's Time,['Electric Gtr.'],['Electric Guitar (clean)'],27,1959,0.706,0.532,-11.013,0.0463,0.907,5e-05,0.29,0.855,135.368,117627,,,,,Low,Low,Low,Low,Low,Medium,1.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Matt,Layers,,['Acoustic Guitar (steel)'],5,2020,0.663,0.642,-8.122,0.0882,0.0586,0.776,0.408,0.539,141.913,178655,,,,,High,Low,High,Medium,Medium,Medium,,,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Bad Company,If You Need Somebody,['MickRalphs'],"['Acoustic Guitar (steel) 1', 'Acoustic Guitar (Steel) Tuning (CGCGCE)']",53,1990,0.496,0.514,-13.394,0.0274,0.0044,0.000106,0.0429,0.388,168.324,261000,"['PaulRodgers', 'BrianHowe(1953-2020)']",['BozBurrell(1946-2006)'],['SimonKirke'],[],Low,Low,Low,Low,Low,Medium,1.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Dragonland,The Returning,['Pista 4'],['Distortion Guitar'],11,2004,0.325,0.939,-2.476,0.0645,2.71e-05,0.000301,0.296,0.477,169.08,281627,,,,,Low,Low,Low,High,Medium,Medium,1.0,1.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend Project,Lady Helen,,"['Electric Guitar (jazz)', 'Lead Guitar']",18,2009,0.359,0.124,-17.658,0.0355,0.649,0.876,0.11,0.0349,179.975,365013,,,,,Low,Low,Low,Low,Low,Medium,,10.0,8.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend Project,Deathray,,"['Overdriven Guitar', 'Guitar 2']",22,2014,0.373,0.957,-4.803,0.104,0.000208,0.575,0.655,0.362,164.483,283080,,,,,Medium,Low,Low,Medium,Medium,Medium,6.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Intervals,Begin,,['Electric Guitar (clean)'],23,2011,0.469,0.636,-11.198,0.0392,0.0916,0.87,0.113,0.128,109.999,145576,,,,,High,Low,Low,Medium,Low,High,,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Strapping Young Lad,Force Fed,['Jed Simon'],['Distortion Guitar'],19,2003,0.472,0.97,-4.61,0.0977,2.22e-05,0.778,0.448,0.165,98.058,323467,,,,,Low,Low,Low,Low,Low,Medium,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Disturbed,Sickened,['DanDonegan'],"['Distortion Guitar', 'Lead Guitar']",37,2011,0.393,0.964,-3.537,0.133,9.68e-05,0.000103,0.0417,0.407,167.936,238840,['DavidDraiman'],"['JohnMoyer', 'SteveKmak']",['MikeWengren'],[],Medium,Low,Low,Low,Medium,Medium,5.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Cradle Of Filth,Babalon A.D.,,['Distortion Guitar 2'],22,2003,0.408,0.981,-5.364,0.159,0.000169,0.00504,0.288,0.204,161.079,337933,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,The Greys,['Pista 5'],['Overdriven Guitar'],27,2007,0.392,0.961,-5.107,0.0625,0.000913,0.959,0.759,0.119,152.062,255067,,,,,Low,Low,Low,High,Medium,Medium,1.0,0.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Ektomorf,Show Your Fist,,"['Distortion Guitar', 'Guitar 2']",27,2009,0.333,0.948,-3.95,0.0681,2.01e-05,0.0325,0.301,0.143,110.502,208707,,,,,Medium,Low,Low,Medium,Medium,Medium,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Escape The Fate,Cellar Door,['Monte Money'],['Distortion Guitar'],44,2006,0.377,0.937,-4.634,0.087,0.00464,0.0,0.11,0.229,144.042,275973,"['RonnieRadke', 'CraigMabbitt']",['MaxGreen'],['RobertOrtiz'],[],Medium,Low,Low,High,High,High,4.0,1.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Advanced', 'bass_Advanced']"
Heaven Shall Burn,Stay The Course,['Raita 3'],['Distortion Guitar'],19,2006,0.305,0.977,-2.86,0.0775,2.68e-06,0.000683,0.0375,0.328,175.256,236000,,,,,Low,Low,Low,Medium,High,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Soulfly,I And I,['Gitarre 2'],['Overdriven Guitar'],26,2005,0.315,0.948,-4.814,0.0529,7.53e-05,0.0182,0.0605,0.539,95.039,195347,,,,,Low,Low,Low,Low,Low,Medium,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Strapping Young Lad,Imperial,['Jed Simon'],['Overdriven Guitar'],33,2005,0.144,0.913,-7.08,0.0859,1.91e-06,3.85e-05,0.627,0.0898,98.906,137560,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Union Square,Deceit,,"['Distortion Guitar', 'Guitar 2']",16,2009,0.445,0.946,-4.507,0.0441,2.87e-05,0.0,0.314,0.443,97.452,192000,,,,,Low,Low,Low,Low,Medium,Medium,3.0,2.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Chimaira,The Venom Inside,,['Acoustic Guitar (nylon)'],33,2009,0.317,0.884,-5.045,0.0743,0.000443,9.3e-05,0.549,0.143,117.446,245280,,,,,Low,Low,Low,Medium,Low,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend,Coast,,['Acoustic Guitar (steel)'],27,2009,0.649,0.602,-12.264,0.0397,0.156,0.734,0.0996,0.342,113.987,275680,,,,,Low,Low,Medium,Medium,Medium,Medium,4.0,6.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Ki,['Devin'],['Acoustic Guitar (nylon)'],44,2012,0.329,0.882,-6.193,0.0639,7.87e-06,0.77,0.208,0.0399,169.914,329107,,,,,Low,Low,Low,High,Medium,Medium,1.0,0.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Olives,,"['Electric Guitar (jazz)', 'Guitar 1']",17,2001,0.2,0.258,-15.521,0.0689,0.603,0.645,0.411,0.257,171.829,201027,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Slow Me Down,,"['Overdriven Guitar', 'Guitar 1']",20,2003,0.338,0.973,-5.628,0.12,0.000915,0.00382,0.193,0.138,152.089,275827,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,By Your Command,,"['Overdriven Guitar', 'Guitar 1']",31,2007,0.229,0.916,-6.582,0.0628,0.000155,0.764,0.477,0.196,143.448,489507,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Solar Winds,,"['Overdriven Guitar', 'Guitar 1']",28,2007,0.357,0.869,-6.755,0.0491,0.00277,0.696,0.264,0.0686,139.935,586627,,,,,Low,Low,Low,Medium,High,Low,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Beginner']"
Eluveitie,Lugdunon,,['Distortion Guitar 2'],29,2010,0.48,0.979,-2.845,0.0598,0.0413,0.0174,0.636,0.347,99.998,241413,,,,,Medium,Low,Low,Medium,Medium,Medium,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Aliases,We Never Should Have Met,['Pin'],['Acoustic Guitar (steel)'],3,2011,0.602,0.977,-4.484,0.111,0.000315,0.0338,0.273,0.264,105.006,298013,,,,,Low,Low,Low,Medium,Low,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Strapping Young Lad,Oh My Fucking God,,"['Distortion Guitar', 'Guitar: Devin Townsend']",32,1997,0.24,0.982,-5.646,0.145,8.37e-05,0.277,0.933,0.0361,109.363,214507,,,,,Low,Low,Low,Medium,High,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Threat Signal,Escape From Reality,['nan0'],['Distortion Guitar'],13,2009,0.507,0.984,-4.895,0.087,2.29e-05,2.38e-06,0.26,0.511,105.006,260933,,,,,Low,Low,Low,Medium,High,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Anterior,Seraph,['Track 3'],['Overdriven Guitar'],16,2007,0.156,0.966,-4.468,0.17,2.04e-06,0.637,0.0867,0.224,174.803,393347,,,,,Low,Low,Low,Medium,Medium,High,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Six Feet Under,Sick In The Head,['Steve Swanson'],['Distortion Guitar'],15,2003,0.374,0.889,-3.879,0.117,0.00349,7.4e-06,0.111,0.423,130.589,251733,,,,,Low,Low,Medium,Medium,Medium,Medium,3.0,4.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend Project,Failure,,"['Distortion Guitar', 'Lead Guitar #1']",40,2016,0.571,0.893,-5.994,0.0416,0.00054,0.468,0.386,0.466,128.992,362029,,,,,Medium,Low,Low,Medium,Medium,Medium,4.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend Project,The Way Home!,['Devin Townsend'],['Electric Guitar (jazz)'],25,2009,0.464,0.925,-7.28,0.0684,0.000109,0.198,0.145,0.182,140.024,192547,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Ho,ts,,"['Distortion Guitar', 'Rythm guitar']",59,2017,0.373,0.972,-6.005,0.123,0.0619,3.31e-05,0.379,0.0759,157.433,331947,,,,,Low,Low,Low,High,Medium,Medium,1.0,0.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend Project,Stormbending,['Lead'],['Distortion Guitar'],37,2016,0.414,0.898,-5.651,0.0535,9.37e-05,0.578,0.418,0.217,113.986,322549,,,,,Low,Low,Low,Medium,Low,Medium,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend Project,Gato,['GTR Overd'],['Overdriven Guitar'],21,2009,0.773,0.5,-8.969,0.0306,0.0944,0.771,0.506,0.573,113.967,323413,,,,,Medium,Low,Low,Medium,Medium,Medium,,5.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend Project,Bend It Like Bender!,['Solo Devin Townsend'],['Distortion Guitar'],34,2009,0.46,0.979,-6.922,0.0745,7.18e-06,0.281,0.618,0.336,132.005,215453,,,,,Low,Low,Low,Medium,Medium,High,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Robert Plant,All The Kings Horses,,"['Acoustic Guitar (steel)', 'Guitar 1(Skin Tyson)']",35,2005,0.428,0.32,-10.348,0.0302,0.75,0.0288,0.161,0.163,126.291,259907,,,,,Low,Low,Low,Low,Medium,Medium,0.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Om,,"['Distortion Guitar', 'Guitar 1']",23,2007,0.383,0.98,-7.775,0.231,0.674,0.0,0.118,0.0987,131.512,48040,,,,,Low,Low,Low,Medium,Low,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Devin Townsend,Hide Nowhere,,"['Distortion Guitar', 'Guitar 1']",24,1997,0.353,0.947,-8.548,0.0494,3.2e-06,0.967,0.415,0.268,127.106,300600,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Strapping Young Lad,Underneath The Waves,['Gtr. I'],['Distortion Guitar'],21,1997,0.17,0.846,-4.331,0.103,2.55e-06,0.006,0.521,0.0397,120.181,220560,,,,,Low,Low,Low,High,Medium,Medium,0.0,0.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Ewan Dobson,I Know Your Pain,['Axe'],['Acoustic Guitar (steel)'],17,2009,0.509,0.51,-11.633,0.0452,0.409,0.902,0.129,0.62,124.039,239160,,,,,Low,Low,Low,Medium,Medium,Medium,2.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Ewan Dobson,Time,['Axe'],['Acoustic Guitar (steel)'],36,2010,0.69,0.657,-13.242,0.0515,0.868,0.941,0.112,0.777,146.865,193827,,,,,Low,Low,Low,High,Medium,Medium,1.0,4.0,1.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Devin Townsend,Deep Peace,,"['Overdriven Guitar', 'Guitar 1']",24,2001,0.11,0.56,-9.988,0.0434,0.00593,0.203,0.491,0.124,89.712,454907,,,,,Low,Low,Low,Low,Medium,Medium,1.0,0.0,1.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Strapping Young Lad,Far Beyond Metal,['Devin Townsend'],['Distortion Guitar'],37,2006,0.303,0.996,-3.795,0.117,3.18e-06,0.105,0.191,0.361,125.043,276093,,,,,Low,Low,Low,Low,Low,Medium,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Strapping Young Lad,All Hail The New Flesh,['Devin Townsend'],['Distortion Guitar'],27,1997,0.299,0.963,-5.214,0.0805,1.24e-05,0.0185,0.888,0.0381,98.61,324693,,,,,Low,Low,Low,Low,Medium,Medium,1.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Strapping Young Lad,Relentless,['Devin'],['Distortion Guitar'],29,2003,0.412,0.99,-4.605,0.168,2.53e-06,0.757,0.331,0.0874,116.029,183333,,,,,Low,Low,Low,Medium,Medium,Medium,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Strapping Young Lad,Aftermath,['Devin'],['Distortion Guitar'],36,2003,0.373,0.968,-4.554,0.131,3.32e-05,0.768,0.716,0.268,197.045,406800,,,,,Low,Low,Low,Low,Medium,Medium,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Strapping Young Lad,Consequence,['Jed Simon'],['Distortion Guitar'],20,2003,0.129,0.98,-4.26,0.101,6.17e-06,0.653,0.101,0.134,179.913,242400,,,,,Low,Low,Low,Medium,Medium,Medium,0.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
