Band,Song,Guitarist,Technique,Difficulty,Score,POPULARITY,RELEASE_DATE,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Singer,Bassist,Drummer,Pianist,Energy_Mean_Drums_N,Energy_Mean_Piano_N,Energy_Mean_Bass_N,Energy_std_Drums_N,Energy_std_Piano_N,Energy_std_Bass_N,BPM_Mean_Drums_N,BPM_Mean_Piano_N,BPM_Mean_Bass_N,BPM_std_Drums_N,BPM_std_Piano_N,BPM_std_Bass_N,Drums_Energy_Level,Piano_Energy_Level,Bass_Energy_Level,Drums_BPM_Level,Piano_BPM_Level,Bass_BPM_Level,Combine_Energy_BPM_Drums,Combine_Energy_BPM_Piano,Combine_Energy_BPM_Bass,Difficulty_Level_Drums,Difficulty_Level_Piano,Difficulty_Level_Bass,Quantity_Relevance_Drums,Quantity_Relevance_Bass,Quantity_Relevance_Piano,Relevance_Drums,Relevance_Bass,Relevance_Piano,Instruments_Difficulty
Staind,For You,,"['Distortion Guitar', 'Guitar 1']",Beginner,2/8,58,2001,0.318,0.958,-2.683,0.442,0.0603,4.68e-06,0.0981,0.3,163.089,206200,,,,,0.4083910296324567,3.8176177791301445e-05,0.1672857508715095,0.1744643014708228,3.788034466166532e-06,0.2106850082157778,0.2619697535557322,0.8792362472722203,0.5756231175309336,0.2500026934809538,0.6780933380851817,0.2317244841867973,Medium,Low,Low,Low,High,Medium,Medium-Low,Low-High,Low-Medium,Beginner,Advanced,Intermidiate,0.4262954380297043,0.174619781703037,3.9849872433508816e-05,4.0,2.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Advanced', 'bass_Intermidiate']"
Alice in Chains,Sludge Factory,['Jerry Cantrell'],['Overdriven Guitar'],Beginner,1/8,51,1996,0.508,0.507,-8.046,0.0257,0.0399,8.41e-06,0.943,0.227,166.469,276773,"['LayneStaley(1967-2002)', 'WilliamDuvall']","['MikeStarr(1966-2011)', 'MikeInez']",['SeanKinney'],[],0.1828742445091463,4.874881295601012e-05,0.0809765759672637,0.0781802509027884,7.563707431469099e-06,0.1452850246590132,0.4083933888148567,0.5112427956782253,0.7724769237793087,0.6148244869336882,0.1937036470872277,0.3340060549776226,Low,Low,Low,Medium,Medium,High,Low-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.3606987071186318,0.159717112361467,9.61515048442014e-05,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Alice in Chains,Sunshine,['Jerry: Solo'],['Distortion Guitar'],Intermediate,3/8,48,1990,0.178,0.787,-7.008,0.0476,0.00297,6.9e-06,0.163,0.37,76.932,285653,"['LayneStaley(1967-2002)', 'WilliamDuvall']","['MikeStarr(1966-2011)', 'MikeInez']",['SeanKinney'],[],0.1163598534775663,0.0018319224590598,0.0252189433655464,0.0682046434331542,0.0001534558068401,0.060230967871106,0.3746115713219545,0.3044963395439896,0.7855960797951744,0.5333690457975425,0.6240916574381145,0.1330877420084056,Low,Low,Low,Medium,Low,High,Low-Medium,Low-Low,Low-High,Intermidiate,Beginner,Advanced,0.1478524186500207,0.0320444007186104,0.0023277286646249,1.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Advanced']"
Black,Amra,,['Distortion Guitar'],Intermediate,3/8,0,2017,0.623,0.951,-3.565,0.0733,0.00489,0.0364,0.0591,0.695,104.981,253000,,,,,0.68724730344671,9.865100429363693e-05,0.0970264940211658,0.3910814465081627,9.747365494632418e-06,0.097884319931903,0.2598158955110133,0.400401773663549,0.4005873068185788,0.0,0.4244172727756186,0.1570464523820154,High,Low,Low,Low,Medium,Medium,High-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.7226575220259832,0.1020257560685235,0.000103733968763,7.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Black Stone Cherry,Backwoods Gold,['Piste 2'],['Distortion Guitar'],Intermediate,4/8,28,2006,0.472,0.951,-3.447,0.0975,8.73e-05,0.494,0.347,0.584,119.616,186507,,,,,0.2687215262131833,2.615492693605572e-06,0.0978731084439341,0.1975062863225624,1.0512992323133637e-07,0.1208795164896195,0.5769948732400114,0.0837900139056266,0.7654030180675075,0.2829436925079807,0.5159481183333009,0.2700415886606079,Low,Low,Low,Medium,Low,High,Low-Medium,Low-Low,Low-High,Intermidiate,Beginner,Advanced,0.2825673251453032,0.10291599205461,2.75025519832342e-06,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Advanced']"
Coma,Czas Globalnej Niepogody,['Utwór 2'],['Overdriven Guitar'],Beginner,2/8,29,2004,0.499,0.946,-5.243,0.119,0.00737,0.000864,0.124,0.295,136.824,253000,,,,,0.27252801241292,0.0108206944839308,0.1718672228559971,0.0960959639182368,0.0013144930258423,0.2695438844581857,0.6070372599905199,0.3085047490703756,0.5962640361560027,0.0719493511087118,0.4579168110380489,0.2435184304108411,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.2880845797176744,0.1816778254291724,0.0114383662620833,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Dir En Grey,Increase Blue,['Die'],['Distortion Guitar'],Intermediate,3/8,20,2003,0.415,0.97,-5.522,0.102,1.64e-06,0.000737,0.214,0.135,129.953,226600,,,,,0.3122751272543925,0.0002840482483995,0.1826541308761089,0.3103776065821117,1.1783305669557432e-05,0.0914381481367337,0.4809701852497807,0.4294848322088975,0.5720159967591227,0.3276788500074443,0.7234837223041181,0.1112540218210333,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.321933120880817,0.1883032277073288,0.0002928332457727,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Joe Satriani,Friends,['Joe'],"['lead guitar', 'Distortion Guitar']",Intermediate,4/8,35,1992,0.422,0.842,-4.629,0.0339,1.74e-05,0.922,0.0835,0.768,86.142,208600,,,,,0.1866077861881987,0.0021613460453675,0.1210246769418935,0.1213444560349369,0.0001198485984541,0.0877728348325853,0.2703832169987251,0.4661406475880569,0.5024009942463462,0.1393711881642624,0.3356802465558262,0.1356142687307711,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.2216244491546303,0.1437347707148379,0.0025669192937856,2.0,1.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Van Halen,Hear About It Later,"['EddieVanHalen(1955-2020)', 'WolfgangVanHalen']","['Electric Guitar (clean)', 'Guitar 1']",Beginner,2/8,42,1981,0.515,0.815,-6.349,0.0397,0.00916,3.39e-06,0.0966,0.618,123.334,272034,"['DavidLeeRoth', 'SammyHagar', 'GaryCherone']",['MichaelAnthony'],['AlexVanHalen'],[],0.2023800599896993,0.0126101298766894,0.0554746591711132,0.124407157165754,0.0010818313460186,0.066104887627643,0.4712970682221523,0.3174195757981036,0.4762524048802936,0.0,0.3185930792379028,0.2004841707784216,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.248319092011901,0.0680670664676236,0.0154725519959379,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Van Halen,Sinner's Swing!,"['EddieVanHalen(1955-2020)', 'WolfgangVanHalen']","['Distortion Guitar', 'Guitar 1']",Beginner,2/8,41,1981,0.472,0.923,-5.074,0.072,0.00345,0.000115,0.315,0.742,123.08,188017,"['DavidLeeRoth', 'SammyHagar', 'GaryCherone']",['MichaelAnthony'],['AlexVanHalen'],[],0.2950413845529833,1.8785160259774404e-08,0.1910454764659318,0.1644617676338641,1.2611269190039167e-09,0.2049901780059331,0.5042306251674545,0.4840189930260357,0.5968207723944342,0.0474123967738655,0.5104047593193246,0.0215660415445136,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3196548044994402,0.2069831814365458,2.0352286305281045e-08,3.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Acceptance,So Contagious,['kithara 2'],['Acoustic Guitar (steel)'],Beginner,1/8,53,2005,0.411,0.702,-4.702,0.0334,0.133,0.0,0.0973,0.407,178.493,184440,,,,,0.0570394447105163,2.111666086745603e-06,0.0196572653505589,0.0285161883743921,7.822143323559523e-08,0.0280951922025848,0.1156629273660327,0.2998948459041394,0.663477378286242,0.1291695348812616,0.6654163786672064,0.3892593909351972,Low,Low,Low,Low,Low,High,Low-Low,Low-Low,Low-High,Beginner,Beginner,Advanced,0.0812527702429007,0.0280018024936737,3.00807134864046e-06,1.0,0.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Alice in Chains,Grind,"[""Jerry Cantrell's Solo""]",['Distortion Guitar'],Intermediate,5/8,52,1995,0.393,0.883,-5.884,0.0367,0.000146,0.000342,0.504,0.364,88.417,284640,"['LayneStaley(1967-2002)', 'WilliamDuvall']","['MikeStarr(1966-2011)', 'MikeInez']",['SeanKinney'],[],0.1811399403903638,0.0021900002904453,0.0431411538762809,0.0721861243423103,0.0001199887426516,0.090091431071891,0.4447829012313717,0.6430137754865439,0.6735134778833826,0.6277191089089105,0.727304782331747,0.3911527098302703,Low,Low,Low,Medium,Medium,High,Low-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.2051414953458254,0.0488574789085854,0.0024801815293832,2.0,0.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Scars On Broadway,Chemicals,['Spur 3'],['Electric Guitar (clean)'],Beginner,2/8,45,2008,0.531,0.915,-3.619,0.0919,0.000155,0.0,0.0879,0.432,174.166,193240,,,,,0.3104288671126432,8.186852503544793e-07,0.0874510125158087,0.1607582853225141,4.972777267900009e-08,0.118970660992527,0.1234661920525157,0.400383762182267,0.4359841258399861,0.299321752408256,0.4559921012299265,0.312524000193753,Low,Low,Low,Low,Medium,Medium,Low-Low,Low-Medium,Low-Medium,Beginner,Intermidiate,Intermidiate,0.3392665214345827,0.0955748770664576,8.947379785294856e-07,3.0,1.0,0.0,"['drums_Beginner', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Avril Lavigne,One Of Those Girls,['Devin Lead'],['Distortion Guitar'],Intermediate,4/8,43,2007,0.511,0.928,-2.629,0.0413,0.000182,0.0,0.147,0.742,92.03,175493,,,,,0.2394136531088352,0.0001644739877624,0.3720871166226648,0.1266927835785465,1.3916266695081026e-05,0.4867207374203395,0.2665727070802488,0.4345499846891364,0.638459370305419,0.251584027875573,0.341257357440925,0.172122867927199,Low,Low,Medium,Low,Medium,Medium,Low-Low,Low-Medium,Medium-Medium,Beginner,Intermidiate,Intermidiate,0.2579888503327965,0.4009559446364922,0.0001772349006061,3.0,4.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Black Stone Cherry,Rollin On,,['Distortion Guitar'],Beginner,1/8,26,2006,0.49,0.875,-2.988,0.0363,0.000263,0.000314,0.0476,0.505,119.513,299067,,,,,0.2034259548529919,1.3561596342753947e-06,0.1324998502887561,0.1279600144262953,6.31070738242186e-08,0.1628657566093188,0.4226565473032435,0.2433140060159566,0.5000726664331051,0.0341747848332095,0.3222648560079267,0.1157238196201892,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.2324868055462765,0.151428400330007,1.5498967248861654e-06,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Sadie,Meisai,['Track 2'],['Overdriven Guitar'],Intermediate,3/8,29,2013,0.567,0.964,-2.656,0.0858,0.000439,9.68e-06,0.036,0.522,102.441,302077,,,,,0.5584699293265488,1.026726097220001e-06,0.2428045279231535,0.4641913193134738,1.1244425481834876e-07,0.2719491059394628,0.311876545738821,0.2584458426816265,0.3481121136995096,0.10882793158765,0.6405317935110432,0.0910359333809025,Medium,Low,Low,Low,Low,Medium,Medium-Low,Low-Low,Low-Medium,Beginner,Beginner,Intermidiate,0.5793256528283701,0.2518719169327319,1.0650685655809142e-06,6.0,3.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Dir En Grey,Pledge,['Die'],['Distortion Guitar'],Beginner,2/8,24,2007,0.519,0.832,-4.217,0.0327,1.44e-05,0.311,0.106,0.355,118.019,235160,,,,,0.1638432648101233,0.012305286633966,0.4841270773606471,0.1125402246495134,0.0030702964715864,0.73809104655098,0.5718021123534893,0.5189922644723826,0.7220586695116157,0.5292246544283679,0.4655374232701552,0.1945682156281153,Low,Low,Medium,Medium,Medium,High,Low-Medium,Low-Medium,Medium-High,Intermidiate,Intermidiate,Advanced,0.1969270009737059,0.5818835064430855,0.0147900079735168,2.0,6.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Advanced']"
Anti Fitness Club,Jatszol Velem,['Gitár 1'],['Distortion Guitar'],Beginner,2/8,10,2011,0.505,0.825,-3.331,0.054,0.00507,0.0,0.361,0.438,102.052,289413,,,,,0.2018542984939509,1.788887519657019e-05,0.1277148065878929,0.152108887459187,2.052140752263397e-06,0.135143722305207,0.3676820482692485,0.0438107956362465,0.7506434947146731,0.5026194259564578,0.4407695775370568,0.6397122987858844,Low,Low,Low,Medium,Low,High,Low-Medium,Low-Low,Low-High,Intermidiate,Beginner,Advanced,0.2446718769623647,0.154805826167143,2.1683485086751745e-05,2.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Advanced']"
Coma,Ostrosc Na Nieskonczonosc,['Gitara 2'],['Distortion Guitar'],Beginner,2/8,16,2010,0.235,0.833,-6.004,0.057,0.000629,0.107,0.71,0.186,126.847,412333,,,,,0.269384243907185,3.357307152154939e-06,0.0795764417216677,0.1720042195483741,2.1489107302282557e-07,0.0986621156725678,0.5439177644656371,0.2167830998781146,0.5038350472708638,0.2248433255505593,0.4411616790590147,0.2681631776669528,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.3233904488681693,0.0955299420428184,4.030380734879879e-06,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Beginner', 'bass_Intermidiate']"
Damiera,Chromatica,['Dave Raymond'],['Overdriven Guitar'],Intermediate,3/8,3,2008,0.587,0.71,-6.863,0.0252,8.9e-05,0.0117,0.148,0.12,89.01,190587,,,,,0.2657200852182864,1.998926926223266e-06,0.1561236043012746,0.223274701973875,1.467020736533985e-07,0.196690862745435,0.1191776889916954,0.1853307085053616,0.5891950849923773,0.196782278991081,0.4002846419023902,0.2263976738475589,Low,Low,Low,Low,Low,Medium,Low-Low,Low-Low,Low-Medium,Beginner,Beginner,Intermidiate,0.3742536411525161,0.2198924004243304,2.815390036934178e-06,4.0,2.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
David Meshow,Unfinished Dream,,['Acoustic Guitar (steel)'],Beginner,2/8,5,2009,0.388,0.776,-8.304,0.0332,0.0142,0.83,0.11,0.544,145.043,236917,,,,,0.1328192166497126,6.656318713128973e-07,0.0444272891538935,0.0863852030169304,4.1570024170535554e-08,0.0703297188588594,0.3505456296783802,0.4785514942200204,0.5427040765264575,0.4579141824384801,0.481074329294371,0.3074604948722966,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.1711587843424131,0.0572516612807906,8.577730300423933e-07,2.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Dir En Grey,Glass Skin,['Kaoru'],['Electric Guitar (jazz)'],Beginner,2/8,28,2012,0.444,0.826,-5.356,0.0502,0.000802,0.00814,0.119,0.373,107.989,268640,,,,,0.4361349271277496,0.0162997986448284,0.251162077036318,0.1898061173731409,0.0036550125725346,0.231516806961899,0.3918514384116009,0.547248408651419,0.5338994986034215,0.268895285845159,0.1548458577462746,0.1048850349456169,Medium,Low,Low,Medium,Medium,Medium,Medium-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.5280083863532078,0.3040703111819831,0.01973341240294,5.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Dir En Grey,Repetition Of Hatred,['Die'],['Distortion Guitar'],Intermediate,3/8,18,2007,0.471,0.826,-3.839,0.0365,6.72e-05,6.4e-05,0.298,0.399,92.956,272467,,,,,0.1377936234177359,4.036791892024482e-05,0.2417408337956073,0.1278450905947717,1.8125790192093984e-06,0.2476801976036485,0.3794027235864893,0.1833516087795283,0.4856251898039329,0.3344637884654438,0.4223554941832441,0.1611930368519918,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.1668203673338207,0.2926644476944398,4.887157254266928e-05,2.0,3.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Dir En Grey,Spilled Milk,['Kaoru Acc.'],['Distortion Guitar'],Beginner,1/8,17,2005,0.247,0.894,-6.764,0.0827,2.26e-06,0.00631,0.0868,0.373,199.855,221493,,,,,0.3134518895155175,7.231979349478515e-07,0.1408254618886122,0.3175335520836673,3.556954055222488e-08,0.0583394452718454,0.4482946232562771,0.5973929927943394,0.4525769088972088,0.2311719189163952,0.3540670418124662,0.0943526998807511,Low,Low,Low,Medium,Medium,Medium,Low-Medium,Low-Medium,Low-Medium,Intermidiate,Intermidiate,Intermidiate,0.3506173260799972,0.1575228880185819,8.089462359595654e-07,4.0,2.0,0.0,"['drums_Intermidiate', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
Dir En Grey,Rotting Root,['Kaoru'],['Overdriven Guitar'],Intermediate,3/8,17,2007,0.534,0.903,-5.148,0.038,1.97e-05,0.754,0.276,0.624,110.012,285333,,,,,0.2400798616712411,2.13811740493532e-05,0.6251324318679878,0.1135627752745039,9.981443698479424e-07,0.4803982051781404,0.420793806834811,0.6547552236067729,0.4183463706455309,0.1638382950965646,0.6734788578743597,0.026317069111573,Low,Low,Medium,Medium,Medium,Medium,Low-Medium,Low-Medium,Medium-Medium,Intermidiate,Intermidiate,Intermidiate,0.2658691712859812,0.6922839777054128,2.3677933609471986e-05,3.0,7.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Dir En Grey,Grief,['Kaoru'],['Overdriven Guitar'],Intermediate,3/8,20,2007,0.476,0.98,-3.007,0.0685,1.43e-05,0.728,0.257,0.514,116.047,217907,,,,,0.2409524002628915,1.0697986989616164e-06,0.5053990371245518,0.2506447973330843,8.928372936179522e-08,0.3610193095410414,0.4872705760072224,0.4869759120569995,0.4925282387271353,0.2480994283054274,0.3002821657514303,0.0974070013408541,Low,Low,Medium,Medium,Medium,Medium,Low-Medium,Low-Medium,Medium-Medium,Intermidiate,Intermidiate,Intermidiate,0.245869796186624,0.5157133031883182,1.0916313254710372e-06,2.0,5.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Intermidiate']"
Disidente,Escala De Violencia,['Lira 1'],['Distortion Guitar'],Beginner,2/8,26,2011,0.479,0.964,-3.362,0.0507,0.000154,0.000176,0.0471,0.771,155.946,177987,,,,,0.3937995689289758,7.756513786285126e-05,0.2797980285734014,0.2397011589563327,4.228428042797787e-06,0.219011678326637,0.671817023455561,0.4344343151753355,0.611840240383352,0.4548369794473496,0.6267550227227787,0.2302602392080744,Medium,Low,Low,High,Medium,Medium,Medium-High,Low-Medium,Low-Medium,Advanced,Intermidiate,Intermidiate,0.4085057768972778,0.2902469176072629,8.04617612685179e-05,4.0,3.0,0.0,"['drums_Advanced', 'guitar_Beginner', 'piano_Intermidiate', 'bass_Intermidiate']"
The Early November,Fluxy,,"['Distortion Guitar', 'Guitar 2']",Intermediate,3/8,25,2003,0.35,0.901,-4.49,0.0687,0.0447,0.0,0.0916,0.285,94.833,199213,,,,,0.2348387927618094,1.4985071147210164e-06,0.1112698166669537,0.1093344358611184,1.554969720320848e-07,0.0916081188237581,0.4425838915126945,0.6767198035774207,0.6768248295535503,0.4721125515757768,0.4255301079381202,0.365331703115124,Low,Low,Low,Medium,High,High,Low-Medium,Low-High,Low-High,Intermidiate,Advanced,Advanced,0.2606423893027851,0.1234959119500041,1.663159949745856e-06,3.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Advanced', 'bass_Advanced']"
Europe,Hero,['Spor 1'],['Acoustic Guitar (steel)'],Intermediate,4/8,8,2016,0.529,0.794,-7.02,0.0696,0.0832,0.0,0.111,0.441,123.744,190642,,,,,0.1719279581810738,0.0798804730257922,0.2854004069351341,0.1067676115128134,0.0408933321646659,0.1454844786967653,0.5424524471385196,0.5916739898217962,0.9341690231594288,0.2704555626880832,0.0916682504462117,0.1745827292621432,Low,Low,Low,Medium,Medium,High,Low-Medium,Low-Medium,Low-High,Intermidiate,Intermidiate,Advanced,0.2165339523691105,0.3594463563414787,0.1006051297554058,2.0,4.0,1.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Advanced']"
Tool,Schism,['AdamJones'],"['Distortion Guitar', 'Adam Jones (Guitar I)']",Intermediate,3/8,69,2001,0.567,0.714,-8.512,0.0302,0.0012,0.417,0.186,0.191,107.441,403533,['MaynardJamesKeenan'],['JustinChancellor'],['DannyCarey'],[],0.1759869945227388,4.035792058974004e-06,0.2474590416887206,0.0725647948686834,3.0212533149113413e-07,0.2090313654259579,0.3194027582707467,0.7322292734634076,0.5024087563919457,0.0,0.5245107857464003,0.1133936169151793,Low,Low,Low,Low,High,Medium,Low-Low,Low-High,Low-Medium,Beginner,Advanced,Intermidiate,0.2464803844856286,0.3465812908805611,5.652369830495804e-06,2.0,3.0,0.0,"['drums_Beginner', 'guitar_Intermediate', 'piano_Advanced', 'bass_Intermidiate']"
Avenged Sevenfold,Unholy Confessions,['Synyster Gates'],['Distortion Guitar'],Intermediate,3/8,66,2003,0.447,0.876,-5.446,0.066,0.000359,0.00103,0.255,0.532,92.535,283827,['MattShadows'],['JohnnyChrist'],"['JamesOwenSullivan(1981-2009)', 'MikePortnoy', 'BrooksWackerman', 'ArinIlejay']",[],0.1096508614947274,2.1724522500952643e-06,0.0935622531214534,0.0506544669929922,9.67379831858592e-08,0.1347149081467066,0.5797384590279803,0.0681411382987801,0.4388016129033236,0.7133794586270942,0.786120864497391,0.247740008372753,Low,Low,Low,Medium,Low,Medium,Low-Medium,Low-Low,Low-Medium,Intermidiate,Beginner,Intermidiate,0.1251722163181819,0.1068062250244902,2.479968322026557e-06,1.0,1.0,0.0,"['drums_Intermidiate', 'guitar_Intermediate', 'piano_Beginner', 'bass_Intermidiate']"
Antonio Vivaldi,The Four Seasons Summer,['Rythym'],['Distortion Guitar'],Intermediate,4/8,60,2015,0.34,0.489,-15.316,0.0412,0.83,0.91,0.141,0.468,157.024,167880,,,,,0.0066098869268433,0.0010791485752435,0.0044082304070808,0.0031428304269679,0.0001764129895088,0.0002580213922931,0.6602840778986725,0.3396816375171635,0.0,0.4010898365838355,0.3794618645551693,0.5679930572962456,Low,Low,Low,High,Medium,Low,Low-High,Low-Medium,Low-Low,Advanced,Intermidiate,Beginner,0.0135171511796386,0.0090147861085497,0.002206847802134,0.0,0.0,0.0,"['drums_Advanced', 'guitar_Intermediate', 'piano_Intermidiate', 'bass_Beginner']"
